order,id,date,time,title,url,visitCount,typedCount,transition
421,1973,6/2/2025,23:35:26,Amazon Web Services Sign-In,https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fus-east-1.console.aws.amazon.com%2Flambda%2Fhome%3FhashArgs%3D%2523%252Ffunctions%252Fprocess_pdf_manual%253FnewFunction%253Dtrue%2526tab%253Dcode%26isauthcode%3Dtrue%26oauthStart%3D1748896524636%26region%3Dus-east-1%26state%3DhashArgsFromTB_us-east-1_4a5316857d53a970&client_id=arn%3Aaws%3Asignin%3A%3A%3Aconsole%2Flambda&forceMobileApp=0&code_challenge=Gi5ROt7piJ4wUr6Ldu4JJp7clKgPHmhdPzepe-ac6Go&code_challenge_method=SHA-256,1,0,link
422,1969,6/2/2025,23:35:25,process_pdf_manual | Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/process_pdf_manual?newFunction=true&tab=code,3,0,link
423,1969,5/31/2025,16:04:29,process_pdf_manual | Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/process_pdf_manual?newFunction=true&tab=code,3,0,link
424,1967,5/31/2025,16:02:59,Create function | Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/create/function?intent=authorFromScratch,1,0,link
425,1442,5/31/2025,16:02:56,Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions,16,0,link
426,1965,5/31/2025,16:02:52,Create function | Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/create/function?firstrun=true&intent=authorFromScratch,1,0,link
427,1538,5/31/2025,16:02:47,AWS Lambda | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/begin,2,0,link
428,1442,5/31/2025,16:02:46,Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions,16,0,link
429,1960,5/31/2025,15:58:52,Home - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/home#/,4,0,link
430,1774,5/31/2025,15:58:35,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/get-started-serverless,12,0,link
431,1770,5/31/2025,15:58:28,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch,14,0,link
432,1803,5/31/2025,15:58:19,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security,17,0,link
433,1954,5/31/2025,15:58:15,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/encryption-policies,4,0,link
434,1957,5/31/2025,15:58:05,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/encryption-policies/auto-rag-vector-db-manual/editEncryptionPolicy,2,0,link
435,1956,5/31/2025,15:58:01,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/encryption-policies/auto-rag-vector-db-manual,2,0,link
436,1954,5/31/2025,15:57:49,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/encryption-policies,4,0,link
437,1803,5/31/2025,15:57:44,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security,17,0,link
438,1817,5/31/2025,15:57:41,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies,6,0,link
439,1887,5/31/2025,15:56:55,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies/rag-vector-db-manual-policy/editAccessPolicy,3,0,link
440,1886,5/31/2025,15:56:52,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies/rag-vector-db-manual-policy,3,0,link
441,1817,5/31/2025,15:56:50,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies,6,0,link
442,1803,5/31/2025,15:56:42,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security,17,0,link
443,1801,5/31/2025,15:56:40,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies,19,0,link
444,1867,5/31/2025,15:56:28,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies/auto-rag-vector-db-manual/editNetworkPolicy,9,0,link
445,1866,5/31/2025,15:56:24,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies/auto-rag-vector-db-manual,14,0,link
446,1861,5/31/2025,15:56:16,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
447,1776,5/31/2025,15:56:12,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections,22,0,link
448,1861,5/31/2025,15:56:02,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
449,1953,5/31/2025,15:55:55,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/authentication,1,0,link
450,1861,5/31/2025,15:55:39,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
451,1776,5/31/2025,15:55:36,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections,22,0,link
452,1768,5/31/2025,15:55:31,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/dashboard,11,0,link
453,1925,5/31/2025,15:55:09,subnets | VPC | us-east-1,https://us-east-1.console.aws.amazon.com/vpcconsole/home?region=us-east-1#subnets:,3,0,link
454,1949,5/31/2025,15:49:53,IAM Identity Center | us-east-1,https://us-east-1.console.aws.amazon.com/singlesignon/home?userCreationOrigin=IAM&region=us-east-1#/enable-iam-identity-center,1,0,link
455,1948,5/31/2025,15:49:48,IAM Identity Center | us-east-1,https://us-east-1.console.aws.amazon.com/singlesignon/home?userCreationOrigin=IAM&region=us-east-1#/,1,0,link
456,1945,5/31/2025,15:49:11,Create user | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/users/create,1,0,link
457,1875,5/31/2025,15:49:00,Users | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/users,8,0,link
458,1850,5/31/2025,15:48:49,Dashboard | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/home,7,0,link
459,1944,5/31/2025,15:48:45,Account Settings | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/account_settings,1,0,link
460,1874,5/31/2025,15:48:39,Policies | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/policies,6,0,link
461,1875,5/31/2025,15:48:33,Users | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/users,8,0,link
462,1085,5/31/2025,15:47:52,Security credentials | IAM | Global,https://us-east-1.console.aws.amazon.com/iam/home?region=us-east-1#/security_credentials,2,0,link
463,1943,5/31/2025,15:39:11,Готові Будинки 🇺🇦,https://web.telegram.org/a/#-1001621117665,1,0,link
464,378,5/31/2025,15:38:27,Про зв'язок від Сергія Флеш,https://web.telegram.org/a/#-1001836374264,18,0,link
465,70,5/31/2025,15:38:00,✙ 🔼Вертикаль,https://web.telegram.org/a/#-1001234886121,31,0,link
